meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
0.36647849,0.40720502,0.97986577,0.91275168,27.00000000,37.16666667,0.37026803,0.04246351,0.27867454,0.01502700,0.05793617,0.00362391
0.34892712,0.38763342,0.97986577,0.94666667,27.00000000,26.08333333,0.43724684,0.04665805,0.27154870,0.02411261,0.02503962,0.00448441
0.40586359,0.42130927,0.98581560,0.98639456,27.00000000,25.83333333,0.56421875,0.03745091,0.34422670,0.00574738,0.05467112,0.00460806
0.34279297,0.38746597,1.00000000,0.88590604,27.00000000,29.75000000,0.35337804,0.04321174,0.24494528,0.01814679,0.22687221,0.00434137
0.48230946,0.48566380,0.92666667,0.98000000,27.00000000,23.00000000,0.29510597,0.05275628,0.32575367,0.02894472,0.01641067,0.00566032
0.38890439,0.47339410,0.98000000,0.90604027,27.00000000,24.83333333,0.31785752,0.05168599,0.28804064,0.02204234,0.07542088,0.00882966
0.36071945,0.39604879,0.97333333,0.93288591,27.00000000,25.75000000,0.33648718,0.04383753,0.25771040,0.00868203,0.12142000,0.00272184
0.40927934,0.43266745,0.98657718,0.90666667,27.00000000,25.00000000,0.30052785,0.05048767,0.26958249,0.01560472,0.04295889,0.00426482
0.43508499,0.48140405,0.99328859,0.95945946,27.00000000,22.58333333,0.37295811,0.05498885,0.32287153,0.02275819,0.03995862,0.00853223
0.43349273,0.44300916,0.99315068,0.99315068,27.00000000,22.08333333,0.42120458,0.05938659,0.29999269,0.02222881,0.02279302,0.00406255
0.34725375,0.38393451,1.00000000,0.94000000,27.00000000,23.16666667,0.42581704,0.04269817,0.26613131,0.01303483,0.10978287,0.00244413
