meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
431.54843204,498.35725533,0.95973154,0.87755102,12.00000000,12.08333333,0.28800191,0.05584299,0.30228695,0.04104834,0.01680064,0.26287901
395.87658435,421.58418543,0.95973154,0.90666667,12.00000000,12.91666667,0.38818656,0.03511638,0.32306420,0.00882489,0.06335222,0.12804939
567.12372449,569.11670918,0.98000000,0.98000000,12.00000000,12.50000000,0.32005847,0.06274484,0.38149659,0.03353413,0.01906247,0.29181466
451.53393389,495.73734033,0.98657718,0.91946309,12.00000000,12.16666667,0.42238264,0.04803227,0.37849995,0.03032037,0.01934392,0.14366381
633.78906250,734.71886004,1.00000000,0.97260274,12.00000000,12.33333333,0.27693559,0.08233502,0.39325617,0.01982034,0.22532444,0.26133132
466.26900338,515.80436862,0.99328859,0.99324324,12.00000000,12.25000000,0.47725032,0.06162726,0.36940789,0.02651622,0.03921508,0.15707694
644.13725754,676.87739158,0.99315068,0.99324324,12.00000000,12.91666667,0.25310077,0.08539611,0.32833204,0.00648984,0.11460911,0.00920449
584.13821704,578.91971983,0.99319728,0.97315436,12.00000000,12.41666667,0.39600959,0.05035957,0.45629631,0.00792827,0.02838230,0.20353771
572.31150378,610.09765625,1.00000000,1.00000000,12.00000000,12.50000000,0.55372571,0.22638155,0.17283326,0.01310453,0.28533024,0.06868158
661.97035048,670.86139547,0.97297297,0.97972973,13.00000000,14.00000000,0.29893367,0.06805242,0.45121063,0.04108223,0.01833206,0.12396415
408.74023438,472.83412388,1.00000000,0.93959732,13.00000000,13.91666667,0.41318248,0.05045227,0.32151476,0.02147896,0.08583994,0.17643145
513.68498322,557.26941884,0.99333333,0.93918919,13.00000000,13.91666667,0.30544401,0.06404017,0.34492344,0.03512508,0.02650023,0.14564223
465.78327047,519.59847713,0.98639456,0.93877551,13.00000000,13.83333333,0.28042976,0.06406393,0.28987063,0.02443293,0.03680492,0.13314710
440.16395621,479.13549978,0.98000000,0.94630872,13.00000000,14.00000000,0.32147212,0.05175886,0.30950841,0.00909828,0.10081826,0.10273904
444.09998951,507.34191010,1.00000000,0.94520548,13.00000000,13.91666667,0.46145129,0.06164354,0.36003974,0.03966353,0.03337253,0.19238834
571.11245013,543.37957974,0.97241379,0.97972973,13.00000000,13.08333333,0.32246673,0.06177842,0.37117349,0.03216225,0.01869888,0.13330181
464.57587348,486.38353280,0.96644295,0.94630872,13.00000000,13.25000000,0.37573565,0.04298518,0.37139536,0.01237550,0.03063750,0.12991007
500.95690017,535.66136853,1.00000000,0.98639456,13.00000000,13.66666667,0.46330982,0.06269045,0.38341754,0.02288293,0.03149991,0.19884337
560.13499150,586.57094595,0.98000000,0.98666667,13.00000000,13.58333333,0.42702021,0.04730308,0.46145126,0.00739502,0.05897864,0.16887525
421.52383883,455.44006774,0.97986577,0.95333333,13.00000000,13.58333333,0.47207083,0.03903941,0.36078063,0.01377122,0.03021312,0.10093303
486.18370379,513.11287716,0.98611111,0.97972973,13.00000000,13.75000000,0.38717785,0.05348405,0.36266369,0.01727026,0.02778785,0.19121019
345.20801464,379.72259521,0.95333333,0.86486486,14.00000000,14.16666667,0.36737180,0.03146694,0.28866309,0.01173587,0.03387915,0.14013246
501.67888485,528.31006884,0.97333333,0.95333333,14.00000000,14.25000000,0.34862795,0.04856854,0.38462067,0.01388814,0.03992450,0.21033227
405.59661646,433.87920673,0.96527778,0.90277778,14.00000000,14.16666667,0.39560471,0.04010399,0.33244162,0.02416504,0.01552781,0.14747069
443.37944135,468.10681573,0.98648649,0.96666667,14.00000000,14.91666667,0.46002408,0.05312421,0.35102886,0.03177882,0.01964553,0.16199065
551.38481988,595.12416295,0.97297297,0.95890411,14.00000000,14.83333333,0.31022382,0.05366704,0.40584115,0.01445928,0.72757571,0.22159918
396.80091595,446.51100852,0.97972973,0.89795918,14.00000000,14.16666667,0.32254483,0.04496434,0.29620588,0.01572906,0.06698628,0.08381317
473.92914871,496.44733297,0.98639456,0.97315436,14.00000000,14.25000000,0.34875029,0.06203262,0.31835723,0.03282573,0.02141784,0.11251899
447.80669341,504.46428571,0.98666667,0.93333333,14.00000000,14.58333333,0.33967067,0.05845775,0.32487150,0.03163723,0.03111142,0.20178571
600.29296875,649.69164705,1.00000000,0.97333333,14.00000000,14.66666667,0.25853173,0.08237658,0.31397452,0.01083339,0.55823703,0.16935914
539.90798029,583.62231611,1.00000000,0.99324324,14.00000000,14.75000000,0.38674203,0.07916305,0.36023066,0.00904887,0.10463428,0.14756670
538.53161703,638.30019823,0.99333333,0.93706294,14.00000000,14.75000000,0.30693276,0.06163473,0.39575793,0.02181641,0.10950390,0.24404536
401.08484800,437.04876078,1.00000000,0.97972973,14.00000000,14.25000000,0.49071331,0.04984335,0.31694924,0.01229102,0.12912779,0.12332765
468.83553832,489.84093975,0.96478873,0.97202797,14.00000000,15.00000000,0.48696552,0.03842549,0.40455598,0.01732252,0.01407984,0.12158397
370.86940456,401.97482639,0.98666667,0.90604027,27.00000000,26.66666667,0.37486673,0.04175620,0.28495084,0.01458193,0.04212647,0.11223388
395.11718750,408.03807218,0.97972973,0.94666667,27.00000000,30.08333333,0.29463871,0.05503727,0.22528126,0.00782738,0.10097779,0.07715007
445.77402611,469.23476844,0.97986577,0.95205479,27.00000000,26.91666667,0.30595732,0.05822015,0.28141624,0.02409408,0.02702398,0.12888093
312.74905621,354.34977214,1.00000000,0.96000000,27.00000000,35.91666667,0.56239844,0.04254021,0.26279191,0.01857591,0.03714906,0.11913699
366.47848887,407.20502068,0.97986577,0.91275168,27.00000000,37.16666667,0.37026803,0.04246351,0.27867454,0.01502700,0.05793617,0.08534180
348.92711901,387.63341769,0.97986577,0.94666667,27.00000000,26.08333333,0.43724684,0.04665805,0.27154870,0.02411261,0.02503962,0.09611231
405.86359038,421.30926724,0.98581560,0.98639456,27.00000000,25.83333333,0.56421875,0.03745091,0.34422670,0.00574738,0.05467112,0.12304280
342.79296875,387.46596828,1.00000000,0.88590604,27.00000000,29.75000000,0.35337804,0.04321174,0.24494528,0.01814679,0.22687221,0.10046732
482.30946493,485.66379677,0.92666667,0.98000000,27.00000000,23.00000000,0.29510597,0.05275628,0.32575367,0.02894472,0.01641067,0.10729180
388.90438988,473.39409722,0.98000000,0.90604027,27.00000000,24.83333333,0.31785752,0.05168599,0.28804064,0.02204234,0.07542088,0.17083273
360.71944563,396.04878597,0.97333333,0.93288591,27.00000000,25.75000000,0.33648718,0.04383753,0.25771040,0.00868203,0.12142000,0.06208920
409.27933673,432.66745175,0.98657718,0.90666667,27.00000000,25.00000000,0.30052785,0.05048767,0.26958249,0.01560472,0.04295889,0.08447244
435.08498733,481.40404930,0.99328859,0.95945946,27.00000000,22.58333333,0.37295811,0.05498885,0.32287153,0.02275819,0.03995862,0.15516293
433.49272629,443.00915948,0.99315068,0.99315068,27.00000000,22.08333333,0.42120458,0.05938659,0.29999269,0.02222881,0.02279302,0.06840862
347.25374789,383.93450798,1.00000000,0.94000000,27.00000000,23.16666667,0.42581704,0.04269817,0.26613131,0.01303483,0.10978287,0.05724207
